name,scale,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
纳吉·阿都拉萨,1,5,7,16,7,10,13,9,7,8,7,11,4,10,7,22,11,8,25,19,12,6,13,18,16,8,17,8,12,8,21,11
纳吉·阿都拉萨,2,1,1,1,3,7,4,1,3,4,0,0,2,1,1,2,3,1,2,1,0,0,3,5,2,0,2,1,0,0,3,1
安华·依布拉欣,1,0,0,0,0,1,0,0,0,2,0,0,0,2,2,2,1,0,2,0,0,0,1,0,1,1,2,2,0,0,4,3
安华·依布拉欣,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,2,1,0,0,1,0,0,0,0
马哈迪·莫哈末,1,6,4,20,10,5,11,3,5,9,1,12,4,3,5,17,13,10,12,3,13,4,12,7,8,5,13,12,14,5,21,11
马哈迪·莫哈末,2,1,1,3,3,3,2,3,2,6,3,3,0,0,2,3,1,0,2,0,2,3,5,1,1,1,2,3,1,1,12,2
林冠英,1,1,2,1,6,12,0,2,3,3,1,12,4,5,3,4,3,0,5,7,10,1,2,7,4,2,4,5,7,4,4,6
林冠英,2,1,1,1,1,1,1,3,1,0,0,1,0,3,0,0,1,1,0,2,4,0,0,2,0,0,1,3,1,1,0,1
廖中莱,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
廖中莱,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
拉菲兹·南利,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
拉菲兹·南利,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
潘儉偉,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
潘儉偉,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
罗斯玛·曼梳,1,0,1,0,3,1,2,0,1,0,0,3,0,0,0,2,1,0,0,2,1,1,1,1,2,3,1,0,0,0,0,4
罗斯玛·曼梳,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
曹观友,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
曹观友,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
郑雨周,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
郑雨周,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
魏家祥,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
魏家祥,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
卡巴星,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
卡巴星,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
许子根,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0
许子根,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
哈迪阿旺,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
哈迪阿旺,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
