name,scale,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
纳吉·阿都拉萨,1,7,10,7,4,15,16,13,17,3,4,3,5,3,1,8,8,6,16,5,6,8,11,11,10,9,25,9,10,5,11,9
纳吉·阿都拉萨,2,0,2,3,1,1,1,0,5,0,0,2,1,0,2,2,6,1,1,1,1,0,3,2,1,2,6,2,3,0,1,1
安华·依布拉欣,1,0,2,0,1,4,2,3,0,0,0,1,1,1,1,1,0,0,0,1,0,0,2,1,2,0,3,4,0,0,2,0
安华·依布拉欣,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
马哈迪·莫哈末,1,11,9,4,11,11,11,7,6,4,3,2,6,2,4,11,2,4,20,9,3,0,4,4,5,9,12,14,4,7,7,5
马哈迪·莫哈末,2,1,2,4,1,3,5,1,1,1,1,1,1,4,2,7,4,2,0,0,0,0,3,0,0,3,5,2,1,3,3,2
林冠英,1,1,4,0,9,10,5,9,3,1,1,2,3,1,5,0,3,3,1,2,1,4,2,3,2,3,4,2,4,1,4,0
林冠英,2,0,1,3,2,0,2,4,0,0,0,0,0,2,1,1,0,1,0,1,0,3,0,2,8,1,0,1,2,3,0,1
廖中莱,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
廖中莱,2,0,2,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0
拉菲兹·南利,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
拉菲兹·南利,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
潘儉偉,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
潘儉偉,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
罗斯玛·曼梳,1,0,1,1,1,2,4,3,7,1,0,0,0,0,1,0,0,2,1,0,1,0,0,3,3,0,4,0,1,0,1,0
罗斯玛·曼梳,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
曹观友,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
曹观友,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
郑雨周,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
郑雨周,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
魏家祥,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
魏家祥,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
卡巴星,1,0,1,0,0,2,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
卡巴星,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
许子根,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
许子根,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
哈迪阿旺,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0
哈迪阿旺,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
