name,scale,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
amanah,1,1,0,1,0,0,0,0,1,3,0,0,0,0,3,3,2,1,1,5,4,0,0,0,1,0,0,0,0,1,1,0
amanah,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,4,0,0,3,0,0,1,0,1,0,0,2,1,0,0
bn,1,3,0,5,11,7,3,0,5,11,6,4,4,8,18,9,3,10,7,10,7,5,4,8,5,11,2,6,6,0,5,7
bn,2,3,3,0,5,7,0,1,4,5,8,4,4,5,7,3,4,3,1,8,9,6,4,10,4,8,3,1,3,2,6,0
dap,1,21,6,10,21,2,3,5,15,17,16,9,4,4,11,8,10,8,4,3,9,8,12,30,14,8,7,9,8,9,7,6
dap,2,6,2,3,7,1,2,2,5,4,4,5,1,4,4,5,5,8,3,2,6,1,1,6,1,3,4,5,3,2,5,0
gerakan,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,1,0,0,3,0,0,0,0,1,1,1
gerakan,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
keadilan,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
keadilan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kimma,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kimma,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ldp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ldp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mca,1,4,0,2,0,1,0,0,5,3,1,0,1,0,2,1,0,1,0,2,0,0,2,9,1,3,0,1,2,1,1,0
mca,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,1,2,0
pakatan,1,3,0,1,3,2,0,0,1,0,1,0,1,0,3,6,6,2,3,5,4,1,6,4,3,5,2,4,1,1,1,1
pakatan,2,1,0,0,1,1,0,0,0,0,0,0,0,2,4,0,1,0,0,2,2,2,1,2,1,0,0,0,1,1,1,1
pakatan rakyat,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
pakatan rakyat,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pakatan harapan,1,3,0,1,0,1,0,0,1,0,1,0,1,0,2,5,4,2,2,3,2,1,3,1,1,3,2,3,1,0,1,1
pakatan harapan,2,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
parti islam amanah negara ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parti islam amanah negara ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parti pribumi bersatu malaysia,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,4,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
parti pribumi bersatu malaysia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pas,1,11,3,5,6,2,1,2,5,2,6,5,3,2,10,6,2,8,6,5,6,2,3,8,20,11,2,2,1,2,1,3
pas,2,2,1,1,1,0,1,1,2,3,10,2,2,1,4,4,2,4,3,3,5,0,0,6,6,7,4,0,5,1,1,0
pbb,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pbb,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
pbs,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,4,1,0,1,2,0,0,1,0,0,0,0
pbs,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pbrs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pbrs,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ph,1,1,1,2,2,4,2,4,3,2,3,3,5,4,22,9,3,6,5,5,9,5,8,8,4,7,6,5,3,4,2,5
ph,2,0,0,1,0,0,0,1,0,5,4,3,3,1,6,2,5,1,1,2,7,4,2,1,5,6,2,1,2,1,1,0
pkr,1,2,0,1,1,1,1,2,1,3,2,2,1,1,5,5,4,2,2,2,3,1,3,0,3,1,2,1,0,1,1,1
pkr,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,2,0,0,2,1,0,2,0,2,1,0,3,1,0,0
ppbm,1,0,0,0,1,0,0,1,0,0,0,0,0,0,5,2,3,2,2,0,0,0,2,0,0,0,0,1,0,0,1,1
ppbm,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ppp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ppp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
prs,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spdp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spdp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
supp,1,4,2,2,8,5,1,1,3,0,0,1,1,4,8,4,5,1,4,8,6,2,6,6,6,3,1,4,3,3,2,3
supp,2,5,2,2,21,11,3,4,5,10,17,12,15,8,16,7,8,17,9,12,18,11,13,17,17,18,8,8,9,6,14,7
swp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
umno,1,5,1,2,4,1,0,2,2,7,7,0,2,1,7,6,5,9,4,1,6,3,6,6,5,8,2,3,2,3,4,8
umno,2,1,0,1,3,0,1,1,2,1,4,2,0,0,3,1,0,5,1,1,0,1,1,7,3,5,4,1,2,1,2,3
