name,scale,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
马华,1,13,15,4,15,8,10,10,19,10,10,20,24,26,15,19,20,9,18,17,14,40,34,16,8,18,20,27,18,29,7
马华,2,1,1,1,1,2,8,1,8,4,2,8,3,5,1,0,0,4,2,3,4,9,6,3,1,4,2,4,1,5,4
巫統,1,1,1,0,3,2,1,0,2,2,2,2,2,2,0,1,4,0,3,1,2,3,1,0,0,1,2,4,3,2,3
巫統,2,2,0,1,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,5
火贱,1,5,5,4,11,4,4,7,9,11,12,14,3,21,7,10,13,3,10,7,13,18,25,4,2,3,9,12,12,17,15
火贱,2,6,0,0,3,1,3,2,4,0,5,2,2,7,1,3,2,3,6,2,3,7,3,0,1,5,2,3,5,13,10
行动党,1,0,1,5,4,3,5,4,11,4,4,9,4,5,4,5,2,0,9,9,5,13,6,6,0,5,1,9,5,10,2
行动党,2,0,0,0,2,1,2,2,0,0,0,1,1,2,0,0,0,0,0,4,0,6,1,1,0,1,0,3,0,5,3
誠信黨,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
誠信黨,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
团结党,1,0,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0
团结党,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
蓝眼,1,0,1,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2
蓝眼,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
民聯,1,0,1,2,1,0,0,0,0,3,0,0,0,0,1,2,4,0,3,2,3,2,0,1,0,0,0,2,4,1,2
民聯,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
民政,1,1,2,3,0,1,2,2,0,0,1,3,3,6,2,1,0,2,5,3,6,3,5,2,1,4,1,4,1,2,3
民政,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,2,3,0,0,0,1,0,0,0,2,1
希盟,1,5,6,8,8,4,5,5,5,3,7,8,3,2,4,6,4,1,3,8,7,6,5,3,1,4,2,6,6,5,5
希盟,2,0,1,0,4,3,2,0,4,2,1,8,2,3,1,5,1,0,0,5,0,1,4,2,0,1,2,3,1,2,3
